MOLENAME;TherapeuticIndication;TargetedRT;TargetedMZ;DrugPoolNumbers;EstimatedColonConcentrationMaier2018uM;SMILES;STATUS;TradeName;cas;iupacName;molArea;molCACO2;molFormula;molHALFLIFE;molHERG;molLD50;molLogP;molLogS;molPAINS;molPAMPA;molPGPINHIB;molPGPSUBST;molPSA;molVolume;molWeight;name;ref;salt_name;salt_smiles;smiles;source;Number_of_aliphatic_carboxylic_acids;Number_of_aliphatic_hydroxyl_groups;Number_of_aliphatic_hydroxyl_groups_excluding_tert_OH;Number_of_N_functional_groups_attached_to_aromatics;Number_of_Aromatic_carboxylic_acide;Number_of_aromatic_nitrogens;Number_of_aromatic_amines;Number_of_aromatic_hydroxyl_groups;Number_of_carboxylic_acids;Number_of_carboxylic_acids2;Number_of_carbonyl_O;Number_of_carbonyl_O__excluding_COOH;Number_of_thiocarbonyl;Number_of_C_OH_CCN_Ctert_alkyl_or_C_OH_CCNcyclic;Number_of_Imines;Number_of_Tertiary_amines;Number_of_Secondary_amines;Number_of_Primary_amines;Number_of_hydroxylamine_groups;Number_of_XCCNR_groups;Number_of_tert_alicyclic_amines;Number_of_H_pyrrole_nitrogens;Number_of_thiol_groups;Number_of_aldehydes;Number_of_alkyl_carbamates__subject_to_hydrolysis_;Number_of_alkyl_halides;Number_of_allylic_oxidation_sites_excluding_steroid_dienone;Number_of_amides;Number_of_amidine_groups;Number_of_anilines;Number_of_aryl_methyl_sites_for_hydroxylation;Number_of_azide_groups;Number_of_azo_groups;Number_of_barbiturate_groups;Number_of_benzene_rings;Number_of_benzodiazepines_with_no_additional_fused_rings;Bicyclic;Number_of_diazo_groups;Number_of_dihydropyridines;Number_of_epoxide_rings;Number_of_esters;Number_of_ether_oxygens__including_phenoxy_;Number_of_furan_rings;Number_of_guanidine_groups;Number_of_halogens;Number_of_hydrazine_groups;Number_of_hydrazone_groups;Number_of_imidazole_rings;Number_of_imide_groups;Number_of_isocyanates;Number_of_isothiocyanates;Number_of_ketones;Number_of_ketones_excluding_diaryl;Number_of_beta_lactams;Number_of_cyclic_esters__lactones_;Number_of_methoxy_groups__OCH3;Number_of_morpholine_rings;Number_of_nitriles;Number_of_nitro_groups;Number_of_nitro_benzene_ring_substituents;Number_of_non_ortho_nitro_benzene_ring_substituents;Number_of_nitroso_groups__excluding_NO2;Number_of_oxazole_rings;Number_of_oxime_groups;Number_of_para_hydroxylation_sites;Number_of_phenols;Number_of_phenolic_OH_excluding_ortho;Number_of_phosphoric_acid_groups;Number_of_phosphoric_ester_groups;Number_of_piperdine_rings;Number_of_piperzine_rings;Number_of_primary_amides;Number_of_primary_sulfonamides;Number_of_pyridine_rings;Number_of_quarternary_nitrogens;Number_of_thioether;Number_of_sulfonamides;Number_of_sulfone_groups;Number_of_terminal_acetylenes;Number_of_tetrazole_rings;Number_of_thiazole_rings;Number_of_thiocyanates;Number_of_thiophene_rings;Number_of_unbranched_alkanes_of_at_least_4_members;Number_of_urea_groups
FEBUXOSTAT;xanthine oxidase/dehydrogenase inhibitor;4.81;316.088165;3   5   9  15;NaN;Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-];USAN;ULORIC;144060-53-7;;332.310275;-4.98;C16H15N2O3S;1.88;0;593.62;4.236104;-4.048264;0.02;-4.66;0;0.01;63.599368;312.122571;315.080338;Febuxostat;"N Engl J Med 353: 2450 (2005); Pharmacotherapy 30:594 (2010)";;;CC(C)COc1ccc(cc1C#N)c1nc(C)c(C([O-])=O)s1;"synthetic; TEI-6720, TMX-67";0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
FENOFIBRATE;antihyperlipidemic;NaN;360.112838;12  13  16  17;247.1079342;CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1;USAN, INN, BAN;TRICOR;49562-28-9;1-methyl-ethyl 2-(4-((4-chloro-phenyl)-formyl)-phenoxy)-2-methyl-propanoate;397.726822;-4.75;C20H21ClO4;1.64;0.37;418.13;4.862028;-5.716508;0.09;-4.33;0.03;0;40.357708;360.183239;360.112837;Fenofibrate;"Praxis 68:24 (1979); Schweiz Med Wochensch 109:601 (1979); Artery 9:120 (1981)";;;CC(C)OC(C(C)(C)Oc1ccc(cc1)C(c1ccc(cc1)[Cl])=O)=O;synthetic;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FENSPIRIDE;antiinflammatory, bronchodilator;1.26;260.152478;7  12  16  18;NaN;O=C1NCC2(CC[NH+](CCc3ccccc3)CC2)O1;USAN, INN;VIARESPAN;5053-08-7, 5053-06-5 [fenspiride];8-phenethyl-1-oxa-3,8-diaza-spiro[4.5]decan-2-one;328.208284;-4.72;C15H21N2O2;1.68;0.55;173.48;0.637994;-2.681488;0.04;-4.47;0.03;0.02;36.151515;281.422817;261.160303;Fenspiride;"Arzneim Forsch 19:1263 (1969); 22:1947 (1972)";chloride;[Cl-];C(C[N+]1CCC2(CC1)CNC(=O)O2)c1ccccc1;"synthetic; NAT-333, NDR-5998A";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
FEXOFENADINE;nonsedating H1-antihistamine;3.24;501.287909;3   5   8  10;297.3243227;CC(C)(C(=O)[O-])c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;USAN, INN, BAN;ALLEGRA;138452-21-8;1-hydroxy-2-(4-(1-hydroxy-4-(4-(hydroxy-diphenyl-methyl)-piperidin-1-yl)-butyl)-phenyl)-2-methyl-1-oxo-propane;588.398788;-5.4;C32H39NO4;25.72;0.76;61.8;5.189425;-4.847996;0.35;-5.16;0.07;0.16;63.034716;530.028863;501.287909;Fexofenadine;"Arzneim Forsch 46:153 (1996); J Allergy Clin Immunol 98:1062 (1996)";chloride;[Cl-];CC(C)(C([O-])=O)c1ccc(cc1)C(CCC[N+]1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O;"synthetic; MDL-16455A";1;2;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
FINASTERIDE;anti-androgen, alpha-reductase inhibitor;NaN;372.277678;12  13  14  15;25.49955165;CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C;USP, INN, BAN;PROSCAR;98319-26-7;;437.795749;-4.64;C23H36N2O2;2.93;0.36;87.18;4.606546;-4.916314;0.23;-5.21;0.04;0.06;49.577092;464.855099;372.277678;SCHEMBL12194743;;;;CC(C)(C)NC([C@H]1CCC2C3CCC4[C@](C)(C=CC(N4)=O)C3CC[C@]12C)=O;"synthetic; MK-906";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FLUCONAZOLE;antifungal;0;306.104065;7  12  15  21;NaN;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;USAN, INN, BAN, JAN;DIFLUCAN;86386-73-4;2-(2,4-difluoro-phenyl)-1,3-di(1H-1,2,4-triazol-1-yl)-propan-2-ol;309.170311;-4.68;C13H12F2N6O;20.15;0.62;392.4;-0.09153;-2.11721;0.03;-5.24;0.01;0.01;66.194876;263.432932;306.104065;Fluconazole;"J Drug Dev 5:235 (1993); Antimicrob Agents Chemother 39:1 (1995); 40:1935 (1996)";;;C(C(Cn1cncn1)(c1ccc(cc1F)F)O)n1cncn1;synthetic;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FLUOXETINE;antidepressant;1.2;309.134048;4   9  14  17;NaN;C[NH2+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;USAN, INN, BAN;PROZAC;54910-89-3;N-methyl-3-phenyl-3-(4-(trifluoro-methyl)-phenoxy)-propan-1-amine;332.050106;-4.88;C17H19F3NO;13.97;0.92;293.27;4.041012;-4.615311;0.02;-4.86;0.01;0.03;18.455037;282.010134;310.141874;Fluoxetine;"Clin Ther 19:1135 (1997); 21:615 (1999)";chloride;[Cl-];C[N+]CCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F;"synthetic; LY-110140";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
FLUPHENAZINE;antipsychotic, H1 antihistamine;3.62;437.174868;5  13  14  17;14.69282706;OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1;USP, BAN, JAN;PROLIXIN;146-56-5;;451.590348;-4.87;C22H27F3N3OS;8.61;0.82;477.21;4.241759;-4.608801;0.38;-4.76;0.02;0.03;25.69224;410.673299;438.182693;Fluphenazine;"Ill Med J 119:398 (1961); Am J Psychiat 123:1303 (1967); Schizophr Res 53:25 (2002); Schizophr Bull 33:1379 (2007)";chloride;[Cl-];C(CN1CC[N+](CC1)CCO)CN1c2ccccc2Sc2ccc(cc12)C(F)(F)F;synthetic;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
FLUVOXAMINE MALEATE;antiobsessional agent;3.21;318.155511;1   8  12  15;NaN;COCCCCC(=NOCC[NH3+])c1ccc(C(F)(F)F)cc1;USAN, INN, BAN;LUVOX;61718-82-9;;340.793222;-5;C15H22F3N2O2;3.26;0.71;329.25;4.518863;-3.723649;0.06;-4.84;0.01;0.04;49.166312;295.423802;319.163338;Fluvoxamine;;maleate;C(=CC(O)=O)C(O)=O;COCCCCC(c1ccc(cc1)C(F)(F)F)=NOCC[N+];"synthetic; DU-23000";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0
GALANTAMINE;anticholinesterase, analgesic, antiAlzheimer;1.1;287.152144;7  12  14  20;NaN;COc1ccc2c3c1OC1CC(O)C=CC31CC[NH+](C)C2;USAN;REMINYL;357-70-0, 1953-04-4 [hydrobromide];;326.566829;-4.8;C17H22NO3;3.11;0.47;87.62;0.896766;-2.291537;0.09;-4.84;0.06;0.05;34.616099;326.410927;288.159969;Galantamine;;;;C[N+]1CC[C@]23C=C[C@@H](C[C@@H]3Oc3c(ccc(C1)c23)OC)O;Galanthus, Narcissus and other Lillaceae;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
GLICLAZIDE;antidiabetic, adhesion inhibitor;4;323.130364;1   2   5  10;92.75952538;Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1;INN, BAN, JAN;;21187-98-4;;347.789083;-5.06;C15H20N3O3S;2.13;0.15;475.33;2.448154;-4.17613;0.05;-5.32;0;0.02;70.759935;305.619777;322.122537;Gliclazide;"Drugs 27:301 (1984); J Diabetes Complications 14:201 (2000); Metabolism 50: 688 (2001)";;;Cc1ccc(cc1)S([N-]C(NN1CC2CCCC2C1)=O)(=O)=O;"synthetic; SE-1702";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
GLIPIZIDE;antidiabetic;3.97;445.178377;3   5   7  11;NaN;Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1;USP, INN, BAN;GLUCOTROL;29094-61-9;;475.175014;-5.35;C21H26N5O4S;4.51;0.36;409.96;2.570234;-5.834283;0.07;-5.07;0.01;0.09;107.6622;426.323772;444.17055;Glipizide;"Arzneim Forsch 21:206 (1971); Drugs 18:329 (1979); Pharmacotherapy 5:63 (1985)";;;Cc1cnc(cn1)C(NCCc1ccc(cc1)S([N-]C(NC1CCCCC1)=O)(=O)=O)=O;"synthetic; CP-28720, K-4024";0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
GRISEOFULVIN;antifungal, inhibits mitosis in metaphase;3.84;352.071368;1   8  11  14;NaN;COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O;USP, INN, BAN, JAN;FULVICIN;126-07-8;;356.449656;-4.74;C17H17ClO6;3.37;0.15;153.15;2.804426;-3.755421;0.35;-4.37;0.05;0.03;56.862839;362.102438;352.071366;Griseofulvin;J Chem Soc 1952:3949;;;C[C@@H]1CC(C=C([C@]12C(c1c(cc(c(c1O2)[Cl])OC)OC)=O)OC)=O;Penicillium griseofulvum;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;0;1;0;0;0;0;0;0;2;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUANFACINE;antihypertensive;2.02;245.012268;3   5   6  12;NaN;NC(N)=[NH+]C(=O)[CH-]c1c(Cl)cccc1Cl;USP, INN, BAN, JAN;TENEX;29110-47-2;;231.614403;-4.78;C9H9Cl2N3O;4.07;0.26;349.05;0.535416;-3.532225;0.35;-4.83;0.01;0;63.272547;189.79593;245.012267;Guanfacine;"Br J Clin Pharmacol 10 Suppl 1:1S (1980); Am J Cardiol 57:1E (1986)";chloride;[Cl-];[C-](C([N+]=C(N)N)=O)c1c(cccc1[Cl])[Cl];"synthetic; BS-100-141";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HALOPERIDOL;antidyskinetic, antipsychotic;2.87;375.140135;5  12  15  19;18.3793684;O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;USP, INN, BAN, JAN;HALDOL;52-86-8;4-(4-(4-chloro-phenyl)-4-hydroxy-piperidin-1-yl)-1-(4-fluoro-phenyl)-butan-1-one;418.424859;-4.73;C21H24ClFNO2;1.74;0.94;94.79;3.903439;-4.896601;0.37;-4.56;0.05;0.07;32.030353;371.276706;376.14796;Haloperidol;"Br J Pharmacol 37:140 (1969); Toxicol Appl Pharmacol 18:185 (1971); Drugs 33:31 (1987)";;;C(CC(c1ccc(cc1)F)=O)C[N+]1CCC(CC1)(c1ccc(cc1)[Cl])O;"synthetic; R-1625, McN-JR-1625";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
HYOSCYAMINE;anticholinergic, analgesic;1.7;289.167794;5  11  17  18;NaN;C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2;USP, BAN;LEVSIN;101-31-5;8-methyl-8-aza-bicyclo[3.2.1]octan-3-yl 3-hydroxy-2-phenyl-propanoate;344.949615;-4.77;C17H24NO3;3.22;0.66;13.24;0.768241;-1.148073;0.25;-4.38;0.03;0.03;40.218482;300.486342;290.175619;CHEMBL3039249;Anal Profiles Drug Subst Excip 23:153 (1994);;;C[N+]1C2CC[C@@H]1C[C@H](C2)OC([C@H](CO)c1ccccc1)=O;Atropa, Datura and Hyoscyamus spp;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
IDEBENONE;cognition enhancer, nootropic;4.89;338.209325;1   7  13  14;NaN;COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O;INN, BAN;;58186-27-9;6-(10-hydroxy-decyl)-2,3-dimethoxy-5-methyl-cyclohexa-2,5-diene-1,4-dione;429.110725;-4.95;C19H30O5;1.92;0.21;421.56;3.999599;-2.910945;0.5;-4.62;0.03;0.05;59.10223;410.075319;338.209324;Idebenone;"Chem Pharm Bull 30:2797 (1982); Biochemistry 21:4096 (1982)";;;CC1=C(CCCCCCCCCCO)C(C(=C(C1=O)OC)OC)=O;synthetic;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
IMATINIB;antineoplastic;2.66;493.259008;1   7  11  17;459.1956826;Cc1ccc(NC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;INN, BAN;GLEVEEC;152459-95-5;(4-((4-methyl-piperazin-1-yl)-methyl)-phenyl)-(4-methyl-3-(4-(pyridin-3-yl)-pyrimidin-2-ylamino)-phenylamino)-methanone;554.196657;-5.03;C29H32N7O;9.77;0.71;983.76;3.160189;-5.375403;0.37;-5.05;0.03;0.09;68.137199;495.524911;494.266834;Imatinib;;;;Cc1ccc(cc1Nc1nccc(c2cccnc2)n1)NC(c1ccc(CN2CC[N+](C)CC2)cc1)=O;"synthetic; STI571";0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;4;3;0;0;1;0;0;0;0;0;0;0;1;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
INDAPAMIDE;diuretic, antihypertensive;3.3;365.060091;4   8  17  18;NaN;CC1Cc2ccccc2N1[N-]C(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;USP, INN, BAN, JAN;LOZOL;26807-65-8;;343.744753;-5.02;C16H15ClN3O3S;1.95;0.31;546.97;2.542658;-5.106129;0.19;-5.59;0;0;79.276108;304.784;364.052265;Indapamide;;;;CC1Cc2ccccc2N1[N-]C(c1ccc(c(c1)S(N)(=O)=O)[Cl])=O;synthetic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
INDOMETHACIN;antiinflammatory, antipyretic, analgesic;4.7;357.076787;10  13  17  21;NaN;COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1;USP, INN, BAN, JAN;INDOCIN;53-86-1;;361.488827;-4.53;C19H15ClNO4;7.89;0.26;69.06;4.018466;-5.885366;0.2;-4.85;0;0.01;51.305741;341.775102;356.068961;Indomethacin;;;;Cc1c(CC([O-])=O)c2cc(ccc2n1C(c1ccc(cc1)[Cl])=O)OC;synthetic;1;0;0;0;0;1;0;0;1;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRBESARTAN;angiotensin 2 receptor antagonist;4.14;428.232459;4   8  14  21;NaN;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1;USP, INN, BAN;AVAPRO;138402-11-6;2-butyl-3-(4-(2-(1H-1,2,3,4-tetraazol-5-yl)-phenyl)-benzyl)-1,3-diaza-spiro[4.4]non-1-en-4-one;475.178363;-5.04;C25H27N6O;5.37;0.5;520.54;5.551144;-6.062021;0.28;-5.1;0.02;0.01;74.479179;454.199616;427.224635;Irbesartan;"J Clin Hypertens 3:283 (2001); N Engl J Med 345:851 (2001)";;;CCCCC1=NC2(CCCC2)C(N1Cc1ccc(cc1)c1ccccc1C1[N-]N=NN=1)=O;"synthetic; BMS-186295, SR-47436";0;0;0;0;0;4;0;0;0;0;1;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
IRSOGLADINE MALEATE;anti-ulcer;3.66;255.007851;1   7  10  16;NaN;Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1;INN;GASLON;57381-26-1;6-(2,5-dichloro-phenyl)-1,3,5-triazine-2,4-diamine;231.642205;-4.62;C9H7Cl2N5;13.4;0.15;322.37;2.908083;-4.413076;0.15;-4.69;0;0;70.765574;183.546581;255.007851;Irsogladine;"Life Sci 76:71 (2002); World J Gastroenterol 14:4784 (2008)";;;c1cc(c(cc1[Cl])c1nc(N)nc(N)n1)[Cl];synthetic;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ISRADIPINE;Ca channel blocker, antiparkisonian;4.4;371.148121;3   4  19  20;12.22862592;COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C-]1c1cccc2nonc12;USP, INN, BAN;DYNACIRC;75695-93-1;3-methyl 5-(1-methyl-ethyl) 2,6-dimethyl-4-(8-oxa-7,9-diaza-bicyclo[4.3.0]nona-1(9),2,4,6-tetraen-2-yl)-1,4-dihydro-pyridine-3,5-dicarboxylate;396.532457;-4.96;C19H20N3O5;2.54;0.27;502.09;3.526851;-4.363731;0.17;-4.72;0.01;0.01;88.050357;403.262124;370.140296;Isradipine;"Int J Neuropsychopharm 8:203 (2005); Eur J Med Res 11: 93 (2006); Nature 447:1081 (2007)";;;CC(C)OC(C1[C-](C(=C(C)NC=1C)C(=O)OC)c1cccc2c1non2)=O;"synthetic; PN-200-110";0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITRACONAZOLE;antifungal;5.08;704.239308;3   4  18  21;NaN;CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O;USAN, INN, BAN, JAN;SPORANOX;84625-61-6;4-(4-(4-(4-((2-(2,4-dichloro-phenyl)-2-((1H-1,2,4-triazol-1-yl)-methyl)-1,3-dioxolan-4-yl)-methoxy)-phenyl)-piperazin-1-yl)-phenyl)-2-sec-butyl-3,4-dihydro-2H-1,2,4-triazol-3-one;722.513867;-5.18;C35H38Cl2N8O4;16.54;0.65;436.32;5.996568;-4.759681;0.27;-5.29;0.11;0.09;85.836754;668.817011;704.239307;Itraconazole;;;;CCC(C)N1C(N(C=N1)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@](Cn2cncn2)(c2ccc(cc2[Cl])[Cl])O1)=O;"synthetic; R-51211";0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KETOROLAC TROMETHAMINE;antiinflammatory;3.82;255.089544;4   8  13  20;NaN;O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-];USP, INN, BAN;TORADOL;74103-07-4, 74103-06-3 [ketorolac];;267.638747;-4.99;C15H12NO3;0.18;0;405.27;2.643136;-2.871145;0.21;-4.54;0.01;0.02;42.882527;254.728177;254.081718;Ketorolac;"Agents Actions 12:684 (1982); Clin Pharmacol Ther 39:89 (1986)";tromethamine;C(C(CO)(CO)[N+])O;C1Cn2c(ccc2C(c2ccccc2)=O)C1C([O-])=O;synthetic;1;0;0;0;0;1;0;0;1;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
